Comment Title,Comment Body,Poster,Date,Time,Recs
,according to goal.com tiago and boumsong deals are off. and vdv wants to beat inter really bad. our only bet of selling tiago now is with bolton or man city.,adam ,"Jan 25, 2008 ", 10:56 AM,
,i say buy VDV now!!! he wants to come ASAP so when is there a better time than the present?? it only took 7 minutes for inter to injure marcchioni hahaha sad…,sofia ,"Jan 25, 2008 ", 11:48 AM,
,"More importantly guys, Buffon is out for this weekend, most likely. And depending on the condition, he may be out for a few months. If this is true, RECALL MIRANTE. Belardi is not good enough, Antonio Mirante is a very good keeper and is just sitting on the bench at Sampdoria.",Alessio ,"Jan 25, 2008 ", 12:16 PM,
,"Juve’s will not make it out of the Coppa quarters.
Right now thinking Inter is gonna lose is like calling for sun in Scotland: Sure, it could happen, but the odds are against it.
If the nerazzurri play with intent in Torino, they will advance. This is not, after all, your granddaddy’s Juve — i.e., a team that always finds a way.
In fact, Inter is kind of like your granddaddy’s Juve lol…
The only way Inter does not advance is if Mancini and the boys say, “Ya know, this Coppa thing is distracting. Let’s just focus on the CL. Figo, could you pass the caviar? Grazie.”",mctalian ,"Jan 25, 2008 ", 12:39 PM,
,"mctalian I’ll say this, if we think it’s going to be easy; having scored a few away goals, and playing Inter in Turin- then we’ll lose, yes. But like my granddaddy’s Juventus, if WE play with intent you’ll have Moratti ripping out what little hair he has left, instead of Figo and Him feeding eachother fish eggs at game’s end.
Juve per sempre!",roberto ,"Jan 25, 2008 ", 1:09 PM,
,Alessio let’s give Vanstrattan a chance.,roberto ,"Jan 25, 2008 ", 1:11 PM,
,"Roberto:
I hope yer right. I can’t stand Argen-Inter, myself. They’ve just looked unbeatable lately when they play to form. They only played five minutes out of the 94 this weekend against Parma and still won. They’re scary good right now. I guess all ya’ can hope for is that age-old Inter tradition of choking rears again soon. It’s due.",mctalian ,"Jan 25, 2008 ", 1:16 PM,
,"On the front of GOOD NEWS: Marchionni hasn’t broken anything, his bones are intact. Prognosis looks (according to Gazzetta) to be around 1 month. Good thing that Camoranesi’s back in training…",Marco ,"Jan 25, 2008 ", 10:03 PM,
,"Thanks Marco. The BAD NEWS is Tiago is still here.
http://www.goal.com/en/Articolo.aspx?ContenutoId=561004",roberto ,"Jan 26, 2008 ", 8:16 AM,
,"So if Buffon is out for 2-3 months as the Italian press is reporting (Yes I know they’re full of gossip but it’s definitely something to consider) that Juve’s management is considering bringing Mirante back from Sampdoria’s bench or picking up Inter Merda old man Gianluca Pagiluca, currently without club. Best option would be recalling Mirante, he’s not playing on loan at Samp and he is a definite quality keeper, much more confidence-inspiring than Belardi.
Sorry Roberto, Vanstrattan was brought on to gain experience, he’s 24 I think and he’s got potential, but Mirante has proven experience, and I rate him up with Curci in young-Italian keepers.
And as long as we’re thinking about picking up old goalkeepers without clubs..fuck Pagiluca, talk to Peruzzi. Juve/Italy legend, and did anyone see him playing for Lazio last year? He was still playing top shelf.",Alessio ,"Jan 26, 2008 ", 12:53 PM,
,Tiago is supposedly now going to Atletico Madrid,Jão ,"Jan 26, 2008 ", 5:15 PM,
,"CRISTIANO ZANETTI IS GOD…….two great assists from him today.
And so is Trezegol, with two GREAT finishes today.
And so is Alex, with a terrific assist and a terrific goal. Damn.",Alessio ,"Jan 27, 2008 ", 3:19 PM,
,"Impressive win yesterday. On a side note, do you think Amauri is worth giving up Palladino?",KJ Ventimiglia ,"Jan 28, 2008 ", 9:42 AM,
,"KJ thanks for the complimenti, yea we had a good second half, but I had to snap out of our good playing spell to remind myself we were playing against a 10 men Livorno side who still managed some bright spots and a late goal.
Amauri for Palladino…. shit, i dont know about that one. If we’re comparing them in their natural positions as strikers I’d rather have Amauri on Juventus. That said though, Ranieri prefers to use Palladino on the right as a winger (seeing as T-rez, ADP, and Iaquinta are rightfully his first options at ST), and so far (like against Livorno) Palladino has worked nicely. So, since we need more of a winger than a ST right now, I’d probably stick with Palladino. Not to say Amauri can’t play the wing successfully, instead I (like many Amauri fans too) would prefer to see the Brazilian more centred in attack as he has proved to be one of Serie A’s deadliest ST’s.",roberto ,"Jan 28, 2008 ", 12:19 PM,
,"Grande Avvocato, sempre nei nostri cuori…",Marco ,"Jan 25, 2008 ", 10:01 PM,
,"I’ve always said Marchionni was one of the most underrated midfielders…terrific man.
It’s a shame Tiago is not working out here. Unlike Almiron (AND SISSOKO) he’s proven to be excellent in the past, he had a decent tenure at Chelsea, and a terrific one at Lyon. (Including Benfica, and WC’06) I guess he just doesn’t click with Italian football, or Ranieri’s formation.
I for one, however, would not be surprised if Salihamidzic played as a fullback. He has in the past, and though in midfield he doesn’t defend a lot, this would dedicate his role. If you watched against Empoli, Birindelli was just getting beaten and beaten again on the wings. He was responsible for at least one of the goals. Boumsong, thank god, will not be playing. That man scared the shit out of me everytime he was there, how many times was he beaten at Empoli? Falling down, losing his man in the box, it was like watching him at Newcastle all over again.
Here’s what I’m hoping we see.
Buffon
Salihamidzic- Legrottaglie-Grygera- Molinaro
Marchionni- Zanetti- Nedved
ADP
Trez-Iaquinta
By the way, aside from his bad passing, here’s another reason why Nocerino sucks. Mistimed, poor tackles. I don’t know how many of his cards have come for stupid pointless or awful tackles. Here’s hoping he matures quite a bit.",Alessio ,"Jan 18, 2008 ", 3:12 PM,
,"alessio i think that is what ranieri will end up fielding because well he doesnt have too many options left with injuries and noce’s suspension.
ok that tackle in catania game nocerino did on varagas was AMAZING!! sorry i loved it! haha i know i should be scoulding him and saying what a horrible idea it was but i cant even lie, it was pretty awesome and maybe one of my favourite parts of that game beside ADP’s goal (: You must remember that nocerino is still young and will continue to grow and mature as a person and a player. im sure ranieri has discussed it with him and is currently working on it. sit tight, everything will work out in time, be patient young grasshoppa’",sofia ,"Jan 18, 2008 ", 5:14 PM,
,"alessio, speaking of sissoko heres a crazy idea; ive seen highlights of him and his tackling and marking is amazing but his passing and dribbling is crap, so why not buy him and play him as a defender hes fas and has amazing tackles and his passing skills wont matter as much.
And that nocerino tackle on vargas was amazing, every juve player was pissed and he was the only one brave and stupid enough to show catania how he really felt. hopefully he can take out viera for the rest of the season during the coppa game.",adam ,"Jan 18, 2008 ", 8:41 PM,
,"nocerino sucks…he makes one good tackle and sofia gets wet…great. that’s his job, and it’s sad that you have to point out one tackle to say he’s good. any moron can make a tackle, make a fucking play. that is all.",R.J. ,"Jan 18, 2008 ", 9:07 PM,
,"cassano is out for tomorrows match, he picked up a muscle injury or something, anyways he wont be making the trip according to C4",sofia ,"Jan 19, 2008 ", 9:31 AM,
,"Thank god. Cassano has been in stunning form.
And Adam, sure, that’s great and all, but why fork out 22mil for a defender of unproven quality?",Alessio ,"Jan 19, 2008 ", 10:03 AM,
,"I still can’t get over Tiago’s comments. I can’t even count the times i’ve defended this fucking asshole. I’m fucking pissed off.
What did he think, the Italian Calcio media wasn’t a three headed monster? If he wasn’t up for a challenge he should have stayed in France.
These comments he’s making tear a dressing room apart. He should ride the bench for the remainder of the season and then be transfered to Russia. The man has no heart, no determination, no respect. He’s no champion.",roberto ,"Jan 19, 2008 ", 12:13 PM,
,"On a better note, I can’t wait to see Nedved and Zanetti in the middle together on Sunday. Both are in great form.
Alessio, R.J., you’re both right on.",roberto ,"Jan 19, 2008 ", 12:16 PM,
,"Hi Roberto, unfortunately Nedved is out for this one. he picked up an injury I believe from the Empoli game. and Legro is hoping to play, they’re saying he’s shaken off the virus. and Marchionni was really good in teh Empoli match hoping for more of that. it will be interesting to see what happens tomorrow or better yet (because of the time) later this morning. oh and Cassano won’t be playing for Samp. he picked up an injury during practice so he hasn’t traveled to Turin with the team.",Jina ,"Jan 19, 2008 ", 10:48 PM,
,fuck ranieri!,c0dec ,"Jan 20, 2008 ", 8:04 AM,
,"MARCHIIIOOOONNNNNIIII!!!!!!!!!!!
here are the highlights that i’ve found so far…
http://www.futbolcuyuz.com/video/football-videos/european-football/italian-serie-a/juventus-0-0-sampdoria-full-highlights_en.html",roberto ,"Jan 20, 2008 ", 9:03 AM,
,"ok so we should have had 3 penalties and that one that was “cleared off the line” was in. so it should have been 4-0. i will take the tie because i have no choice but collina better get these refs in order because the reffing was even shittier today up in milan when inter merda fucking shit “beat” parma. it was bullshit, if you would like to see all my feelings on the match you can at the italy offside entry about the match.",sofia ,"Jan 20, 2008 ", 3:15 PM,
,"sofia, it should have been 4-0? well it wasn’t. juve needs to just mail it in and prep for UEFA, like AC did last year.",R.J. ,"Jan 20, 2008 ", 5:06 PM,
,"what juve need to do is kick the living fucking shit outta inter on wednesday!! fuck up ibra soo bad and i will be content. i want nocerino to just kick him in the balls or something “by accident” (: i cant wait for wednesday because i have soooooooo much anger from the parma game its incredible. i just want inter to get what they deserve, to lose. if ibra or any of them even try to pull anything stupid i will fuck him up! i willl find a way to fuck him up. fuck uefa, we are going to be in the CL!! wow you people are already throwing in the towel, sorry but im not giving up on anything until the season is over, which is isnt so come on, INTER WILL LOSE, if one team beats them, then they will start losing more often. i will not stop believing until this thing is over. i have never hated inter as much as i do at this very moment. i have never hated a person as much as i hate ibra right now so this shit isnt over, its just starting. we will kill them in 2 days so mark it on your calendars because its going to be a historic day people (:",sofia ,"Jan 21, 2008 ", 12:49 PM,
,"cant wait till next season marchisio, giovinco, and hopefully diego/vdv. i readrumours that juve also want ederson fuckn amazing and rosina,montilivo, cigarini. im guessing that these stories are made to “sell papers” but if juve end up with one of these 3 plus the three above juve will be the best in italy. oh and best of all no tiago and boumsong.",adam ,"Jan 21, 2008 ", 2:45 PM,
,"sofia, more importantly the Dayton Flyers head down 75 to cinci to do battle with Xavier on thursday…lets all cheer on those flyers.
Juve will get waxed by Inter sofia, you actually want Juve to cheat and play dirty and purposely injure Inter players? how old are you? i’d rather win straight up than take some bullshit win by injury. seriously, go flyers.",R.J. ,"Jan 21, 2008 ", 9:30 PM,
,"Glad to see you’ve officially started using my Chiellini nickname roberto ;), but it should be Keyser (not kieser) Giorgio.
Regarding Tiago, I think the experiment’s over. Even Ranieri is probably done with giving him chance after chance to prove himself… he just doesn’t seem to gel with the others. What a bloody shame I might add, because in addition to the fact we paid top dollar for him, he was one hell of a player at Lyon… :(",Marco ,"Jan 22, 2008 ", 1:00 AM,
,"R.J i am just going to pretend i know what the fuck you are talking about and nod my head in agreement.
Juve will win tomorrow. i would rather win straight up to but if we have to crack a few skulls along the way, why not. i never said play dirty but if they start fucking up our players then why not?",sofia ,"Jan 22, 2008 ", 7:09 AM,
,"Boy oh boy, we need to beat the fuck out of Inter. Whether that’s wishful thinking or not, i’m never giving them the benefit of the doubt… even if the refs are.
Adam don’t even get me started on next year, I’m already ordering my Giovinco jersey.",roberto ,"Jan 22, 2008 ", 10:23 PM,
,"Sofia, marry me.",roberto ,"Jan 22, 2008 ", 10:23 PM,
,"For tomorrows game I hope we give Birindelli some time off. Come to think of it, maybe send him with Boumsong in a taxi and tell the driver to take the “short cut” if you know what i’m saying. Here’s a thought. If your opponents offensive muscle might cause your defense some problems, why not remove your defense from the equation all together?
Belardi————————————
-—————-Grygera—Legro—Molinaro———————-
-—Marchionni—Nocerino—Zanetti—Palladino————
-—————————-Del Piero———————————
-—————Trezeguet————-Iaquinta———————
Almiron out, Nedved out, Buffon out, Salihams out, Zebina out, Camoranesi out, Andrade out, Keyser (thnx Marco) Cheillini out and…. Tiago is a sub despite his health for good reason (BITCH). Should be a fucking great one too tape… then burn.",roberto ,"Jan 22, 2008 ", 10:44 PM,
,"I’m note sure about Molinaro as a center-back role, roberto…
According to Gazzetta, the likely anti-Inter lineup should be:
Belardi
Birindelli, Legrottaglie, Grygera, Molinaro
Marchionni, Nocerino, C.Zanetti, Palladino
Del Piero (or Iaquinta), Trezeguet
Me, I would like a DP-Treze-Iaquinta trio, with Marchionni, Nocerino, Zanetti in midfield. I doubt Ranieri will use that option though…",Marco ,"Jan 22, 2008 ", 11:54 PM,
,"roberto, of course i will marry you:) i reallly hope we win tonight i mean run them off the field mostly because we are missing so many stars that eveyrone will count us out of it. just to shove it in everyones face would be so fucking awesome!
As for the lineup, i think Ranieri will end up going with Marco’s lineup because its stable for the most part. i am surprsied ranieri even called Tiago up the little bastard but i guess he had to – just in case. we also called up 3 kids from the Primavera who are apparently really good so we will see if they get any face time….",sofia ,"Jan 23, 2008 ", 7:45 AM,
,Wishful thinking about Birindelli but it looks like Ranieri has convinced ADP to play behind T-rez and Iaquinta… Alright lets see what the second half brings. So far we’re setting the pace and its 0-0 in San Siro,roberto ,"Jan 23, 2008 ", 1:03 PM,
,and Tiago is warming up hhahhahah,roberto ,"Jan 23, 2008 ", 1:07 PM,
,fuck… too much space between lego and cruz… 1-0 Inter,roberto ,"Jan 23, 2008 ", 1:13 PM,
,oh god what is ranieri thinking with boumsong! we need goals,roberto ,"Jan 23, 2008 ", 1:25 PM,
,"2-2 i love you boumsong, ranieri please forgive",roberto ,"Jan 23, 2008 ", 1:44 PM,
,come on trez !!,roberto ,"Jan 23, 2008 ", 1:47 PM,
,"hahah forza boumsong!!! i fukcin love you! please forgive any negativities between us over the years! much love! much respect!
FORZA ALEEEEEEEE!!! il capitano was amazing!! holy crap i love this guy he is my god honestly!! screw ibra…notice how mancio got worried at half so he put on the big(ish) guns ahahaha that was funny! we played great today! lets hope for a win at the olimpico even tho all we need is a 0-0 draw! FORZA JUVE!!!! i love you ADP!",sofia ,"Jan 23, 2008 ", 3:29 PM,
,"Ah c’mon, no one loves Boumsong. But 2-2 is better than 1-1 for us, so Boumsong conceding and scoring is good. No one here loves him, neither do I. But at least he got a nice send off from the club, Thanks for the last goal/game Boumsong, hope your future is better than your past.",Alessio ,"Jan 23, 2008 ", 5:49 PM,
,"i never understood the boumsong hate, i’ve always liked him. maybe you silly canadians know something i don’t.",R.J. ,"Jan 24, 2008 ", 6:09 AM,
,"alessio, you’re right i was trying hard to fake the boumsong love…but no seriously it was a perfect way to say goodbye and thanks to all the juve supporters, so thanks boumsong for your performance for the great Juve.",sofia ,"Jan 24, 2008 ", 7:45 AM,
,RJ search youtube for Titus Bramble + Jean Alain Boumsong. Or by himself. You’ll see why most of us screamed when Secco first signed him. He was never up to our quality…but at least he didn’t bitch about it like Tiago.,Alessio ,"Jan 24, 2008 ", 4:30 PM,
,"alessio, i searched but all i found were highlights. i’m not sure what you meant, my investigative prowess must be lacking. wanna just fill me on why boumsong sucks?",R.J. ,"Jan 25, 2008 ", 8:03 AM,
,"I guess the spam filter won’t let me post YouTube links. Search Titus Bramble, the video is Titus Bramble World Class Defender, he was Boumsong’s equally laughable center-back partner at Newcastle. On the related videos, bottom right, 3rd one should be called Jean Alain Boumsong.
Watch the Bramble video for laughs, then watch the Boumsong video and ask Secco wtf he was doing when we forked over a solid amount of cash.",Alessio ,"Jan 26, 2008 ", 12:56 PM,
,"thanks for the heads up Alessio. Doesn’t really matter anymore, since i just read that he is gone to lyon.",R.J. ,"Jan 26, 2008 ", 5:47 PM,
,Good lord….please do not buy Sissoko.,Alessio ,"Jan 11, 2008 ", 11:02 AM,
,haha what about Mellberg?? that could be a good investment instead of Sissoko,sofia ,"Jan 11, 2008 ", 5:30 PM,
,Sissoko is just a joke in my room and why not Van der Vaart??Tinkerman get out here!,long ,"Jan 11, 2008 ", 10:32 PM,
,"I heard some weird rumour that we signed Mellberg officially. It was fucked, I’m not sure if I was half asleep or whatever but it looks like nothing happened. :(
Ed over at the Liverpool offside was kind enough to shed some light on Sissoko’s eye injury
he picked up last year in their Champions League vs Benfica-> http://news.bbc.co.uk/sport2/hi/football/teams/l/liverpool/4738220.stm
What do you think? Dare I say damaged goods?",roberto ,"Jan 12, 2008 ", 8:14 AM,
,"I read on Channel4 that Sissoko wants to leave Liverpool because, and I quote, “We went to Marseille for the Champions League and all my family was there, but he didn’t even let me on for a minute. This is why I want to leave Liverpool and join Juventus – Claudio Ranieri is a real gentleman.”
This idiot is sick in the head! He deserves to play because his MOMMY is sitting in the stands?!?! If I had shown that much lip in HIGH SCHOOL, my coach would have made me run suicides during the entire first half, eat 4 oranges during half time, and then proceed to spend the second half running suicides with a puke break here and there.
He might be right about Ranieri being a gentleman, but if Sissoko thinks Claudio’s gonna wipe his ass after he takes a shit, Mohamed’s in for a rude awakening.",Mike ,"Jan 12, 2008 ", 8:19 AM,
,the french are assholes,R.J. ,"Jan 12, 2008 ", 10:53 AM,
,"Roberto, What about those Appiah coming back rumours?
The Ghana star would be a perfect fit in midfield.",Marco ,"Jan 12, 2008 ", 11:55 AM,
,ranieri has possibly the worst transfer tergets for juve. a couple of days ago he said that vdv will not jon juve in the summer and i dont know why he keeps salihamidzic or molinaro as starters. molinaro and brazzo cant cross or defend for shit. the goal catania scored was offside but it was too close for the ref to see it was obvious that they were gonna cross and molinaro should of pushed up.i hope juve bring moggi back he knows where to find amazing player.,adam ,"Jan 12, 2008 ", 5:38 PM,
,"ok firstly, hopefully we do land VDV because he would be an excellent edition to the team. we also need to bring back giovinco, marchisio and crisito for next season. next i think that brazzo should start molinaro needs to get consistant.
adam, moggi is not welcome anywhere near Juve because he brought shame to our club. i hope he never comes within 100 feet of the club. that bastard shouldn’t be allowed to work for any football club anywhere in the world.",sofia ,"Jan 12, 2008 ", 5:44 PM,
,"Molinaro does good work on offense, but needs work defensively. Salihamidzic isn’t a defender….I love that man. He embodies the new Juventus, determined, never-say-die, etc. Brazzo will only settle in more, and he’s ok with being a substitute.
After today’s game it looks like Tiago’s on his way out…",Alessio ,"Jan 12, 2008 ", 6:43 PM,
,"sofia i agree with u on the moggi thing he is a bastard fuck him. but u gotta admit he was a great scout for young talent, giovinco and nocerino.
alessio, molinaro probably does need more time but still all he does in offense is move up juve could of won today if we got a decent cross to trez and molinaro had alot of chances, brazzo isnt a defender but hes not that great of a mid either he can run alot but cant produce much he had maybe one decent cross this whole game. and as for tiago hes not going anywhere ranieri just wants a top 4 spot, hes gonna stay until the end of the season, cause at this rate thats all that tiago can get us.",adam ,"Jan 12, 2008 ", 8:42 PM,
,i want tiago gone now! he doesnt deserve a spot on the bench if fighting for his contract meant the performance he put in yesterday. it was shit.,sofia ,"Jan 13, 2008 ", 6:59 AM,
,"sofia, i completely agree. tiago is a fucking punk, he looked horrible yesterday.",R.J. ,"Jan 13, 2008 ", 7:03 AM,
,"he was horrible! i mean is transfer season and your coach is looking for people who play your position…hmm the light bulb should go off in your head and you should realize that you need to play like you have never played in your life so that you can show your coach that you are better than the 22 year old that is ahead of you in the pecking order or at least that you deserve a spot on the bench of the greatest team in history (: but he didnt. he seemed to not give a shit. he looked as if he had no clue where the fuck he was, i hate how unpassionate he looked about the game so to him i say go the fuck back to portugal!!",sofia ,"Jan 14, 2008 ", 12:39 PM,
,"yeah, tiago looks completely indifferent out there. at least when other shitty players like nocerino play a shit ball forward he is visibly upset with himself. tiago is the complete opposite, get him out. he couldn’t hold nedved’s sweaty jock strap much less play on the same field as him.",R.J. ,"Jan 14, 2008 ", 2:15 PM,
,"ill take tiago over forking over a shitload of money for Sissoko, who would be even worse. at least tiago has proven he once had talent. sissoko has not.",Alessio ,"Jan 14, 2008 ", 3:33 PM,
,"anytime you talk about the “lesser of two evils” there is a problem. in other words, fuck both of them, i dont even know who the hell sissoko is or whatever his fucking name is. they should kidnap clint dempsey and force him to play for juve.",R.J. ,"Jan 15, 2008 ", 11:50 AM,
,"fuck dempsey hes shit too! nocerino is not shit! my god we were actually getting along there for a minute R.J and then you of course had to fuck it up! nice work man!
ohh R.J since you like american players tell Landon Donavan that hes an ass!!",sofia ,"Jan 15, 2008 ", 11:57 AM,
,"sofia, dempsey is not shit, although he may play for a shit team. dempsey has the ability to create up the middle, like a basketball player who creates his own shot on the court he isnt afraid to dice it up and make a play on his own. nocerino sucks, the problem with italian soccer is that there are too many italians. all nocerino does is run the ball up the flank and lay some piss poor cross in the vacinity of the area. he sucks, and you have serious issues if you think nocerino has more talent than clint dempsey.
by the way, i have no interest in “getting along” with homely canadian broads such as yourself.",R.J. ,"Jan 15, 2008 ", 1:50 PM,
,"oh and landon donovan is a cross between a turd sandwich and a giant douche (for all you south park fans out there). i couldnt give two shits if he is american or not, he’s the most over-hyped player since beckham.",R.J. ,"Jan 15, 2008 ", 1:52 PM,
,"forget about the midfield, chiellini is out for a month and this means his replacement is boumsong the jaackass. he was the reason empoli scored the last 2 goals today, i hate this guy. next up inter in the coppa FORZA JUVE!!!
FUCK BOUMSONG!!!",adam ,"Jan 15, 2008 ", 4:10 PM,
,"we should get mertsacker, he’ll be the perfect partner for kieser cheillini",adam ,"Jan 15, 2008 ", 4:12 PM,
,"Dempsey is a classy winger. Even though he plays for Fulham, he’s a great midfielder. The only reason Fulham is this low in the standings is because they are missing Americans..not too many. With McBride (their striker) and Keller (GK) out, they’ve been getting owned. Both should be returning soon.
But in terms of non-Fulham stuff, YES. BUY A CENTER BACK. GOOD GOD. Without Chiellini, we are fucked. Criscito’s gone, Andrade is still injured, it’s down to Zebina/Grygera, and Grygera did not put in a convincingcenter-back display. When Chiellini comes back he can move to fullback, where he started. I’m thinking Zebina/Molinaro-Barzagli-Legrottaglie-Chiellini.",Alessio ,"Jan 15, 2008 ", 5:40 PM,
,"HOLY FUCK!!!!! CHIELLINI!!!! NOOOOOO HOLY MOTHER OF GOD!! WHY DOES THE WORLD HATE JUVE?!?!?!?!?!??!? FUCKING BOUMSONG HOLY DAMN WE ARE SCERWED WITH HIM BACK THERE!!!!!!!!! WHY DO THEY GO AFTER GIO CHIELLINI? DAMMNNNNNN!!
donavan is a fag!!! he licks himself before each PK he takes haha",sofia ,"Jan 15, 2008 ", 6:21 PM,
,"Oh yeah. Zebina’s also injured for a few weeks. This is going to be really fun. Legrottaglie has the flu, too. So if he’s out this weekend, I’m going to cry.
Sofia, just cause we whipped your ass in the Gold Cup (as we repeatedly do) last summer doesn’t mean you gotta hate on the Landon.",Alessio ,"Jan 16, 2008 ", 8:53 PM,
,"shit man our entire defence is out!! how the fuck are we supposed to field a team?? ohh well i guess we use our primavera squad…
ok ok you wish you guys beat us fairly. and i mean you know as well as i do that landon is a dick, get over it.",sofia ,"Jan 17, 2008 ", 11:56 AM,
,"Guys sorry for the lack of posts/comments- i’ve been drunk for past seven days straight… new recap and preview up tomorrow though.
Cheers (i think im gonna throw up)",roberto ,"Jan 17, 2008 ", 3:33 PM,
,"being a die hard White Sox fan i never thought i’d use a gay cubs saying, but, “we’ll get’em next year.”
we just need to qualify for UEFA and stomp out the rest of europe when we get healthy. the scudetto is as good as gone now.",R.J. ,"Jan 17, 2008 ", 7:17 PM,
,tiago now says he cant take it a juve anymore and the best thing for him is to leave. this means we should see some even shitier performance from the portuguese. fuck u tiago,adam ,"Jan 18, 2008 ", 10:58 AM,
,"wow thank god he wants to leave, less work for us. no worries adam, after the stunt he pulled today, i doubt ranieri will even put him on the roster",sofia ,"Jan 18, 2008 ", 5:07 PM,
,"I’ve seen this vid three times already and Giovinco just makes his entire Azzurrini team better. He serves them up so nicely, then they fail so hard in their attempts to score lol",roberto ,"Jan 7, 2008 ", 8:45 AM,
,“I won’t mention any names* – who are we talking about here?? if you mean nocerino so help me god i will beat the shit outta you!!! actually i will just get moggi’s boys to do it but still it will be from me.,sofia ,"Jan 7, 2008 ", 1:42 PM,
,"please sofia, roberto would choke the shit out of you.",R.J. ,"Jan 7, 2008 ", 1:52 PM,
,I’d take Giovinco over Nocerino. Nocerino’s alright but can’t pass for shit.,Alessio ,"Jan 7, 2008 ", 1:55 PM,
,take your pic sofia… Giovinco could probably out perform any of our current midfielders. And I will choke you out if you call me out again.,roberto ,"Jan 7, 2008 ", 2:50 PM,
,am i the only one creep’d out by the “Lord of the Dance” music?,Mike ,"Jan 8, 2008 ", 8:16 AM,
,hahah… I’m creep’d out. look at how fast Giovinco’s feet move though… coincidence???,roberto ,"Jan 8, 2008 ", 11:35 AM,
,"ok ok Roberto, i really think you misunderstood me. i could kick the shit outta you for starters. next, i think giovinco is the future of not only juve but italian soccer in general. by far he is the best young player maybe in all of europe right now. what i was saying is that if you meant that nocerino was shit then i would have to kill you. giovinco is the shit and i can not wait for him to be back in our shirts! i want him to come back now but i dont think he is coming until june unfortunately",sofia ,"Jan 8, 2008 ", 11:57 AM,
,ohh does anyone know if the rumours about Zambro to Juve are true???,sofia ,"Jan 8, 2008 ", 11:58 AM,
,"aright aright my mistake. I know you could kick the shit outta me. Those rumours about Zambro are just that, rumours. For now though his agent said he’s stying put in Barceland.
http://www.goal.com/en/Articolo.aspx?ContenutoId=539442",roberto ,"Jan 8, 2008 ", 12:08 PM,
,"haha thank you roberto:D
fuckkkk i was really hoping Zambro would make a huge grande return and then all the juve fans would bitch at him for a bit but then he would make an amazing defensive move and he would be loved by all and then canna would be like damn i should go back home and then juve would be like well you know you could always come back here and then he would and then we would have canna and zambro and keyser chiellini and legro back there and we would kick ass!!!! and then we would have VDV and Huntlaar to help out the team!!! damn i wish my dreams were reality!",sofia ,"Jan 8, 2008 ", 1:19 PM,
,I love this kid. My favorite azurrini**,Elisa ,"Jan 8, 2008 ", 11:01 PM,
,"Hey guys,
It’s Gianfranco. It’s been a while since I’ve been around, but if any of you are on Facebook, join the group I created a while ago…links to games, commentary, video highlights, etc!
forza juve!
http://www.facebook.com/group.php?gid=2204667951",Gianfranco ,"Jan 10, 2008 ", 9:07 PM,
,"gianfranco, i’ll show you some love on the ol’ creepbook.",R.J. ,"Jan 11, 2008 ", 1:58 PM,
,yeah cuz RJ’s a creeeeepeerrr,sofia ,"Jan 11, 2008 ", 5:28 PM,
,"That kid is really fast for sure. Amazing agility, balance, and dribbling skill. He moves and dribbles just like Messi. Has a great passing and vision too. Viva La Vecchia Signora!",Andri ,"Jan 30, 2008 ", 10:29 AM,
,"How the hell are INTER so high on this list? Disregarding last season and the paper scudettos, they haven’t won anything in YEARS, they completely suck.",Mike ,"Jan 7, 2008 ", 8:47 AM,
,"It’s a shame that our club, one of the most prestigious of all time, had to resort to cheating. It’s embarrassing and a shame, really.",Allesandro ,"Jan 7, 2008 ", 11:22 AM,
,"i am surprised Barca got the #1 spot, I thought ManU would have been awarded that.",Allesandro ,"Jan 7, 2008 ", 11:46 AM,
,"I still think the best club of all time is the 7-Iron. I mean, the club just has so much versatility.",R.J. ,"Jan 7, 2008 ", 12:08 PM,
,"Mike I guess coming in third and lower year after year after year adds up.
Alessandro i’m not even gonna go there.",roberto ,"Jan 7, 2008 ", 12:29 PM,
,"Roberto, our club has been tarnished. We can draw the top names in football, yet cannot fill our stands. The forefathers that build this organization are probably rolling in their graves. We are Italian football. We are tradition. Let’s clean it up.
Unlike you, I am unwilling to “sweep it under the carpet”",Allesandro ,"Jan 7, 2008 ", 1:39 PM,
,"How the hell did Barcelona get so high? They’ve been in the Champions League final twice since 1992, Juve has been 4 times, Milan several as well. Barca won 6 La Liga titles, not counting calciopoli we’ve won 7. How many golden ball winners do they have? Like 3…most of are split. Juve has 3.5, Zidane, Cannavaro, Nedved, Baggio.",Alessio ,"Jan 7, 2008 ", 1:54 PM,
,"I’m just thinking we were targeted unfairly a little more then I’m willing to admit that our recent titles (taken away in calciopoli) couldn’t have been justifiably won with the calibre of players we had. Alessandro I admire your honesty and your willingness to admit fault on our part existed in order to move forward out of this mess. Juventus is tradition, we are italian football and our forefathers (Agnelli & Co., Bettega etc.) are ashamed. But i’m not for one second thinking other forces interested in our demise weren’t at play.
Your a great fan and I’m proud to support Juventus with you.",roberto ,"Jan 7, 2008 ", 2:48 PM,
,"Roberto, you prove my point. We had the top calibre of players to win fairly (and easily for the most part), we didn’t need any assistance.
But we are back, and by next year, will be the class of the league.",Allesandro ,"Jan 7, 2008 ", 6:08 PM,
,"dumb question, but, how does the loan system work? is it comparable to anything in the big 4 U.S. Sports?",R.J. ,"Jan 7, 2008 ", 7:30 PM,
